product_id,category
1982,"['Crafts', 'Hobbies', 'Home', 'Pets', 'Animal', 'Care']"
2002,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
2005,"['Science', 'Fiction', 'Fantasy']"
2030,[]
2036,"['Literature', 'Fiction']"
2038,"['Politics', 'Social', 'Sciences', 'Government']"
2053,[]
2070,"['Science', 'Fiction', 'Fantasy']"
2075,"['Science', 'Fiction', 'Fantasy']"
2081,"['Childrens', 'Science', 'Fiction', 'Fantasy']"
2088,"['Reference', 'Foreign', 'Language', 'Study']"
2092,"['Science', 'Fiction', 'Fantasy']"
2097,"['Self-Help', 'Relationships']"
2101,"['Health', 'Fitness', 'Dieting', 'Womens']"
2109,"['Literature', 'Fiction']"
2123,[]
2124,"['Business', 'Money', 'Management', 'Leadership']"
2160,"['Science', 'Fiction', 'Fantasy']"
2169,[]
2170,[]
2176,[]
2178,"['Childrens', 'Growing', 'Facts', 'Life']"
2203,[]
2206,[]
2207,"['Literature', 'Fiction', 'Literary']"
2208,"['Literature', 'Fiction', 'Classics']"
2224,[]
2240,[]
2253,"['Science', 'Fiction', 'Fantasy']"
2258,[]
2264,[]
2272,"['Literature', 'Fiction', 'Contemporary']"
2290,[]
2294,[]
2303,"['Science', 'Fiction', 'Fantasy']"
2304,"['Literature', 'Fiction']"
2305,[]
2317,"['Literature', 'Fiction']"
2326,[]
2368,[]
2373,[]
2385,"['Health', 'Fitness', 'Dieting', 'Diets', 'Weight', 'Loss']"
2390,[]
2403,[]
2420,[]
2421,[]
2435,[]
2469,[]
2476,[]
2491,[]
2503,[]
2534,"['Literature', 'Fiction']"
2585,"['Literature', 'Fiction', 'Essays', 'Correspondence']"
2588,"['Literature', 'Fiction', 'History', 'Criticism']"
2599,"['Christian', 'Bibles', 'Literature', 'Fiction']"
2620,"['Literature', 'Fiction']"
2621,"['Mystery', 'Thriller', 'Suspense']"
2623,[]
2649,[]
2654,[]
2666,[]
2676,[]
2683,[]
2692,[]
2698,"['Literature', 'Fiction']"
2713,[]
2962,"['Religion', 'Spirituality', 'Judaism']"
3003,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
3012,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
3019,"['Childrens', 'Classics']"
3025,"['Literature', 'Fiction', 'Classics']"
3062,"['History', 'Ancient', 'Civilizations']"
3118,[]
3146,"['Sports', 'Outdoors']"
3147,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
3158,"['Childrens', 'Geography', 'Cultures']"
3209,"['Crafts', 'Hobbies', 'Home', 'Improvement', 'Design']"
3236,"['Science', 'Math', 'Astronomy', 'Space']"
3300,"['Travel', 'United', 'States']"
3320,"['Cookbooks', 'Food', 'Wine', 'Baking']"
3358,"['Politics', 'Social', 'Sciences', 'Government']"
3531,"['History', 'Military']"
3532,"['History', 'Europe']"
3564,"['Literature', 'Fiction', 'Contemporary']"
3569,"['Biographies', 'Memoirs', 'Historical']"
3570,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
3583,"['Childrens', 'Science', 'Fiction', 'Fantasy']"
3648,"['Science', 'Fiction', 'Fantasy']"
3656,"['Childrens', 'Animals']"
3667,"['Literature', 'Fiction']"
3673,"['Literature', 'Fiction', 'History', 'Criticism']"
3746,"['Mystery', 'Thriller', 'Suspense']"
3771,"['Romance', 'Contemporary']"
3793,"['History', 'Americas']"
3807,"['Literature', 'Fiction', 'Action', 'Adventure']"
3849,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
3870,"['Childrens', 'Literature', 'Fiction']"
3888,"['Biographies', 'Memoirs', 'Specific', 'Groups']"
3898,"['History', 'Americas']"
3925,"['Biographies', 'Memoirs', 'Historical']"
3984,"['Arts', 'Photography', 'History', 'Criticism']"
3986,"['Childrens', 'Religions']"
4049,"['Childrens', 'Animals']"
4055,"['Childrens', 'Cars', 'Trains', 'Things', 'That', 'Go']"
4058,"['Childrens', 'Geography', 'Cultures']"
4112,"['Mystery', 'Thriller', 'Suspense']"
4150,"['Business', 'Money', 'Investing']"
4170,"['Literature', 'Fiction', 'Contemporary']"
4186,"['Literature', 'Fiction', 'Poetry']"
4220,"['History', 'Military']"
4223,"['Science', 'Fiction', 'Fantasy']"
4415,"['Mystery', 'Thriller', 'Suspense']"
4476,"['Biographies', 'Memoirs', 'Specific', 'Groups']"
4491,"['History', 'Military']"
4518,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
4548,"['Self-Help', 'Relationships']"
4552,"['Literature', 'Fiction']"
4571,"['Literature', 'Fiction', 'Short', 'Stories', 'Anthologies']"
4661,"['Mystery', 'Thriller', 'Suspense']"
4684,"['Literature', 'Fiction', 'United', 'States']"
4689,"['Literature', 'Fiction']"
4804,"['Biographies', 'Memoirs', 'Specific', 'Groups']"
4870,"['Mystery', 'Thriller', 'Suspense']"
4871,"['Literature', 'Fiction']"
4924,"['Politics', 'Social', 'Sciences', 'Philosophy']"
4953,"['History', 'Americas']"
5052,"['Literature', 'Fiction', 'United', 'States']"
5120,"['Childrens', 'Growing', 'Facts', 'Life']"
5218,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
5229,"['Childrens', 'Growing', 'Facts', 'Life']"
5243,"['Childrens', 'Growing', 'Facts', 'Life']"
5288,"['Childrens', 'Science', 'Nature', 'How', 'It', 'Works']"
5316,"['Literature', 'Fiction']"
5318,"['History', 'Americas']"
5340,"['Health', 'Fitness', 'Dieting', 'Psychology', 'Counseling']"
5375,"['Science', 'Fiction', 'Fantasy']"
5400,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
5436,"['Literature', 'Fiction', 'Action', 'Adventure']"
5480,"['History', 'Americas']"
5483,"['Self-Help', 'Happiness']"
5498,"['Biographies', 'Memoirs', 'Historical']"
5520,"['History', 'Americas']"
5596,"['Health', 'Fitness', 'Dieting', 'Diets', 'Weight', 'Loss']"
5612,"['Literature', 'Fiction']"
5633,"['Biographies', 'Memoirs', 'Historical']"
5666,"['Childrens', 'Sports', 'Outdoors']"
5698,"['History', 'Americas']"
5716,"['Childrens', 'Sports', 'Outdoors']"
5739,"['Literature', 'Fiction', 'United', 'States']"
5758,"['Childrens', 'Holidays', 'Celebrations']"
5764,"['Childrens', 'Arts', 'Music', 'Photography']"
5774,"['Mystery', 'Thriller', 'Suspense']"
5778,"['Literature', 'Fiction', 'Short', 'Stories', 'Anthologies']"
5856,"['Childrens', 'Fairy', 'Tales', 'Folk', 'Myths']"
5897,"['Literature', 'Fiction']"
5923,"['Literature', 'Fiction', 'Humor', 'Satire']"
5942,"['Literature', 'Fiction', 'Action', 'Adventure']"
5954,"['Science', 'Fiction', 'Fantasy']"
6012,"['Literature', 'Fiction', 'United', 'States']"
6027,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
6044,"['Literature', 'Fiction']"
6112,"['Biographies', 'Memoirs', 'Historical']"
6298,"['Literature', 'Fiction', 'Action', 'Adventure']"
6312,"['Health', 'Fitness', 'Dieting', 'Diets', 'Weight', 'Loss']"
6315,"['Mystery', 'Thriller', 'Suspense']"
6326,"['Mystery', 'Thriller', 'Suspense']"
6349,"['Literature', 'Fiction', 'Literary']"
6366,"['Mystery', 'Thriller', 'Suspense']"
6371,"['Literature', 'Fiction']"
6373,"['Literature', 'Fiction', 'History', 'Criticism']"
6389,"['Romance', 'Contemporary']"
6405,"['Literature', 'Fiction']"
6410,"['Literature', 'Fiction']"
6425,"['Literature', 'Fiction']"
6426,"['History', 'World']"
6436,"['Literature', 'Fiction']"
6458,"['Literature', 'Fiction']"
6508,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
6584,"['Christian', 'Bibles', 'Bible', 'Study', 'Reference']"
6598,"['History', 'World']"
6636,"['Religion', 'Spirituality', 'New', 'Age']"
6666,"['Reference', 'Writing', 'Research', 'Publishing', 'Guides']"
6721,"['Religion', 'Spirituality', 'Worship', 'Devotion']"
6770,"['History', 'World']"
6793,"['Christian', 'Bibles', 'Living']"
6819,"['Mystery', 'Thriller', 'Suspense']"
6869,"['Literature', 'Fiction', 'United', 'States']"
6885,"['Science', 'Math', 'Mathematics']"
6896,"['Literature', 'Fiction']"
6925,"['Childrens', 'Growing', 'Facts', 'Life']"
6934,"['History', 'World']"
6936,"['Literature', 'Fiction']"
6969,"['Mystery', 'Thriller', 'Suspense']"
6993,"['Literature', 'Fiction', 'United', 'States']"
7084,"['Mystery', 'Thriller', 'Suspense']"
7113,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
7124,"['Self-Help', 'Relationships']"
7131,"['Mystery', 'Thriller', 'Suspense']"
7148,"['Childrens', 'Growing', 'Facts', 'Life']"
7152,"['Mystery', 'Thriller', 'Suspense']"
7155,"['Science', 'Fiction', 'Fantasy']"
7183,"['Literature', 'Fiction', 'Contemporary']"
7241,"['Literature', 'Fiction', 'Short', 'Stories', 'Anthologies']"
7269,"['Literature', 'Fiction', 'Literary']"
7317,"['Literature', 'Fiction', 'United', 'States']"
7342,"['Literature', 'Fiction', 'Action', 'Adventure']"
7373,"['Literature', 'Fiction', 'Action', 'Adventure']"
7432,"['Literature', 'Fiction']"
7504,"['Literature', 'Fiction', 'History', 'Criticism']"
7525,"['Literature', 'Fiction']"
7562,"['Literature', 'Fiction']"
7569,"['Business', 'Money', 'Biography', 'History']"
7577,"['Literature', 'Fiction']"
7690,"['Mystery', 'Thriller', 'Suspense']"
7757,"['Business', 'Money', 'Culture']"
7781,"['History', 'Americas']"
7782,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
7795,"['Literature', 'Fiction', 'Womens']"
7860,"['Mystery', 'Thriller', 'Suspense']"
7915,"['Business', 'Money', 'Biography', 'History']"
7948,"['Literature', 'Fiction', 'World']"
8017,"['Childrens', 'Literature', 'Fiction']"
8042,"['Literature', 'Fiction']"
8066,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
8099,"['Literature', 'Fiction']"
8116,"['Literature', 'Fiction']"
8132,"['Crafts', 'Hobbies', 'Home', 'Gardening', 'Landscape', 'Design']"
8136,"['Humor', 'Entertainment']"
8144,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
8176,"['Politics', 'Social', 'Sciences', 'Government']"
8180,"['Literature', 'Fiction']"
8181,"['Mystery', 'Thriller', 'Suspense']"
8182,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
8196,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
8219,"['Literature', 'Fiction']"
8262,"['Childrens', 'Growing', 'Facts', 'Life']"
8291,"['Christian', 'Bibles', 'Living']"
8301,"['Literature', 'Fiction']"
8358,"['Childrens', 'Animals']"
8359,"['Literature', 'Fiction', 'Womens']"
8369,"['Comics', 'Graphic', 'Novels', 'How', 'To', 'Create', 'Manga']"
8370,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
8434,"['Biographies', 'Memoirs', 'True', 'Crime']"
8462,"['Literature', 'Fiction', 'Poetry']"
8463,"['History', 'Americas']"
8479,"['Business', 'Money', 'Management', 'Leadership']"
8487,"['History', 'Americas']"
8495,"['Humor', 'Entertainment']"
8501,"['Literature', 'Fiction', 'United', 'States']"
8513,"['Literature', 'Fiction', 'Contemporary']"
8536,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
8580,"['Literature', 'Fiction', 'Short', 'Stories', 'Anthologies']"
8672,"['Self-Help', 'Death', 'Grief']"
8725,"['Self-Help', 'Happiness']"
8749,"['Literature', 'Fiction', 'World']"
8787,"['Literature', 'Fiction', 'Short', 'Stories', 'Anthologies']"
8806,"['Health', 'Fitness', 'Dieting', 'Psychology', 'Counseling']"
8854,"['Politics', 'Social', 'Sciences', 'Government']"
8860,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
8877,"['Medical', 'Psychology']"
8892,"['Humor', 'Entertainment', 'Television']"
8896,"['Parenting', 'Relationships', 'Adoption']"
8945,"['Literature', 'Fiction', 'Contemporary']"
8957,"['Literature', 'Fiction', 'Short', 'Stories', 'Anthologies']"
9010,"['Health', 'Fitness', 'Dieting', 'Alternative', 'Medicine']"
9013,"['Health', 'Fitness', 'Dieting', 'Mental']"
9063,"['Literature', 'Fiction', 'Classics']"
9073,"['Literature', 'Fiction']"
9094,"['Literature', 'Fiction', 'Action', 'Adventure']"
9101,"['Mystery', 'Thriller', 'Suspense']"
9103,"['Literature', 'Fiction', 'Contemporary']"
9131,"['Mystery', 'Thriller', 'Suspense']"
9142,"['Science', 'Fiction', 'Fantasy']"
9150,"['Literature', 'Fiction']"
9171,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
9173,"['Mystery', 'Thriller', 'Suspense']"
9181,"['Literature', 'Fiction']"
9281,"['Christian', 'Bibles', 'Literature', 'Fiction']"
9292,"['Literature', 'Fiction']"
9316,"['Literature', 'Fiction', 'United', 'States']"
9339,"['Childrens', 'Arts', 'Music', 'Photography']"
9352,"['Literature', 'Fiction', 'Action', 'Adventure']"
9366,"['Literature', 'Fiction', 'Womens']"
9412,"['Mystery', 'Thriller', 'Suspense']"
9425,"['Mystery', 'Thriller', 'Suspense']"
9468,"['Mystery', 'Thriller', 'Suspense']"
9481,"['Romance', 'Historical']"
9540,"['Literature', 'Fiction', 'Womens']"
9546,"['Literature', 'Fiction', 'Womens']"
9555,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
9579,"['Humor', 'Entertainment']"
9600,"['Mystery', 'Thriller', 'Suspense']"
9605,"['Literature', 'Fiction']"
9606,"['Literature', 'Fiction']"
9643,"['Business', 'Money', 'Culture']"
9660,"['Literature', 'Fiction']"
9685,"['Biographies', 'Memoirs', 'Historical']"
9687,"['Humor', 'Entertainment', 'Puzzles', 'Games']"
9689,"['Biographies', 'Memoirs', 'Historical']"
9739,"['Sports', 'Outdoors', 'Individual']"
9749,"['History', 'Americas']"
9757,"['Crafts', 'Hobbies', 'Home']"
9778,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
9829,"['Mystery', 'Thriller', 'Suspense']"
9834,"['Biographies', 'Memoirs', 'Historical']"
9835,"['Biographies', 'Memoirs', 'True', 'Crime']"
9846,"['Literature', 'Fiction', 'United', 'States']"
9851,"['Literature', 'Fiction', 'Erotica']"
9853,"['Travel', 'Asia']"
9887,"['Mystery', 'Thriller', 'Suspense']"
9905,"['Childrens', 'Growing', 'Facts', 'Life']"
9983,"['Mystery', 'Thriller', 'Suspense']"
10029,"['Science', 'Fiction', 'Fantasy']"
10063,"['Childrens', 'Growing', 'Facts', 'Life']"
10079,"['Literature', 'Fiction', 'United', 'States']"
10104,"['Childrens', 'Geography', 'Cultures']"
10117,"['Biographies', 'Memoirs', 'Regional', 'U.S.']"
10136,"['Literature', 'Fiction']"
10137,"['Biographies', 'Memoirs', 'Professionals', 'Academics']"
10138,"['Literature', 'Fiction']"
10145,"['Literature', 'Fiction']"
10163,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
10176,[]
10235,"['Literature', 'Fiction', 'United', 'States']"
10264,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
10277,"['Literature', 'Fiction', 'Womens']"
10280,"['Crafts', 'Hobbies', 'Home', 'Antiques', 'Collectibles']"
10336,"['Literature', 'Fiction', 'Womens']"
10340,"['Literature', 'Fiction']"
10351,"['Education', 'Teaching', 'Schools']"
10360,"['Mystery', 'Thriller', 'Suspense']"
10374,"['Literature', 'Fiction', 'Womens']"
10414,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
10435,"['Literature', 'Fiction', 'United', 'States']"
10451,"['Literature', 'Fiction', 'British', 'Irish']"
10457,"['History', 'World']"
10480,"['History', 'Americas']"
10503,"['Childrens', 'Growing', 'Facts', 'Life']"
10522,"['Literature', 'Fiction', 'History', 'Criticism']"
10535,"['Mystery', 'Thriller', 'Suspense']"
10544,"['Self-Help', 'Relationships']"
10566,"['Literature', 'Fiction']"
10589,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
10630,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
10639,"['Religion', 'Spirituality', 'Occult', 'Paranormal']"
10653,"['Health', 'Fitness', 'Dieting', 'Psychology', 'Counseling']"
10666,"['Mystery', 'Thriller', 'Suspense']"
10671,"['Religion', 'Spirituality', 'Occult', 'Paranormal']"
10679,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
10694,"['Literature', 'Fiction', 'United', 'States']"
10709,"['Literature', 'Fiction']"
10715,"['History', 'World']"
10737,"['Politics', 'Social', 'Sciences', 'Government']"
10747,"['Sports', 'Outdoors', 'Hiking', 'Camping']"
10753,"['Science', 'Fiction', 'Fantasy']"
10788,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
10820,"['Literature', 'Fiction', 'Classics']"
10826,"['Literature', 'Fiction']"
10860,"['Literature', 'Fiction', 'United', 'States']"
10880,"['Self-Help', 'Relationships']"
11034,"['Literature', 'Fiction', 'Womens']"
11037,"['Mystery', 'Thriller', 'Suspense']"
11047,"['Literature', 'Fiction', 'United', 'States']"
11048,"['Mystery', 'Thriller', 'Suspense']"
11068,"['Childrens', 'Animals']"
11080,"['Literature', 'Fiction']"
11098,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
11100,"['Literature', 'Fiction']"
11124,"['History', 'World']"
11133,"['Literature', 'Fiction', 'Action', 'Adventure']"
11143,"['Literature', 'Fiction']"
11156,"['Cookbooks', 'Food', 'Wine', 'Regional', 'International']"
11176,"['Health', 'Fitness', 'Dieting']"
11186,"['Health', 'Fitness', 'Dieting', 'Diets', 'Weight', 'Loss']"
11218,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
11232,"['Literature', 'Fiction', 'United', 'States']"
11261,"['Literature', 'Fiction', 'World']"
11272,"['Arts', 'Photography', 'History', 'Criticism']"
11278,"['Business', 'Money', 'Management', 'Leadership']"
11279,"['Childrens', 'Growing', 'Facts', 'Life']"
11306,"['Literature', 'Fiction', 'Womens']"
11372,"['Literature', 'Fiction']"
11378,"['Childrens', 'Animals']"
11412,"['Childrens', 'Growing', 'Facts', 'Life']"
11423,"['Reference', 'Words', 'Language', 'Grammar']"
11433,"['Business', 'Money', 'Job', 'Hunting', 'Careers']"
11441,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
11444,"['Biographies', 'Memoirs']"
11475,"['Literature', 'Fiction']"
11481,"['Mystery', 'Thriller', 'Suspense']"
11513,"['Literature', 'Fiction', 'Womens']"
11516,"['Arts', 'Photography', 'Music']"
11524,"['History', 'Europe']"
11534,"['Business', 'Money', 'Culture']"
11562,"['History', 'Americas']"
11587,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
11601,"['Science', 'Math', 'Agricultural', 'Sciences']"
11604,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
11627,"['Mystery', 'Thriller', 'Suspense']"
11644,"['Politics', 'Social', 'Sciences', 'Government']"
11646,"['Literature', 'Fiction', 'Womens']"
11663,"['Literature', 'Fiction']"
11671,"['Business', 'Money', 'Processes', 'Infrastructure']"
11802,"['Biographies', 'Memoirs', 'Regional', 'U.S.']"
11809,"['Mystery', 'Thriller', 'Suspense']"
11815,"['Mystery', 'Thriller', 'Suspense']"
11816,"['Politics', 'Social', 'Sciences', 'Government']"
11819,"['Arts', 'Photography', 'Performing']"
11832,"['Mystery', 'Thriller', 'Suspense']"
11838,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
11842,"['Self-Help', 'Relationships']"
11846,"['Childrens', 'Growing', 'Facts', 'Life']"
11848,"['Self-Help', 'Personal', 'Transformation']"
11885,"['Literature', 'Fiction', 'Action', 'Adventure']"
11896,"['Literature', 'Fiction']"
11909,"['Literature', 'Fiction', 'Action', 'Adventure']"
11947,"['Literature', 'Fiction', 'United', 'States']"
11972,"['History', 'Military']"
11977,"['Romance', 'Historical']"
11991,"['Reference', 'Writing', 'Research', 'Publishing', 'Guides']"
12001,"['Mystery', 'Thriller', 'Suspense']"
12022,"['Humor', 'Entertainment', 'Pop', 'Culture']"
12041,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
12044,"['Literature', 'Fiction']"
12061,"['Literature', 'Fiction']"
12113,"['Mystery', 'Thriller', 'Suspense']"
12131,"['Sports', 'Outdoors', 'Biographies']"
12139,"['Mystery', 'Thriller', 'Suspense']"
12142,"['Literature', 'Fiction', 'Contemporary']"
12150,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
12185,"['Reference', 'Writing', 'Research', 'Publishing', 'Guides']"
12195,"['Literature', 'Fiction', 'United', 'States']"
12211,"['Literature', 'Fiction', 'United', 'States']"
12216,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
12226,"['Biographies', 'Memoirs', 'Arts', 'Literature']"
12266,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
12269,"['Literature', 'Fiction', 'History', 'Criticism']"
12275,"['Childrens', 'Growing', 'Facts', 'Life']"
12279,"['Literature', 'Fiction', 'Womens']"
12308,"['Literature', 'Fiction', 'Action', 'Adventure']"
12316,"['Teen', 'Young', 'Adult', 'Literature', 'Fiction']"
12321,"['Literature', 'Fiction']"
12331,"['Literature', 'Fiction']"
12335,"['Literature', 'Fiction', 'Contemporary']"
12342,"['Childrens', 'Animals']"
12358,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
12360,"['Teen', 'Young', 'Adult', 'Science', 'Fiction', 'Fantasy']"
12368,"['Literature', 'Fiction']"
12388,"['Biographies', 'Memoirs', 'Leaders', 'Notable', 'People']"
12392,"['Literature', 'Fiction']"
12401,"['Health', 'Fitness', 'Dieting', 'Exercise']"
12421,"['Politics', 'Social', 'Sciences', 'Government']"
