,timestamp,customer_id,churn,product_id,categories_expanded
57,2015-07-02,621733,1,"[145306 145342 160708 175098 175215 175276 175707 175828 175883 197638
 197653 308215 341427]","['Care', 'Christian', 'Childrens', 'Religions', 'Fiction', 'Bibles', 'Crafts', 'Living', 'Pets', 'Literature', 'Animal', 'Home', 'Hobbies']"
58,2015-04-02,887205,0,[ 29395 475000],"['Thriller', 'Fiction', 'Suspense', 'Mystery', 'Literature']"
59,2013-07-04,124682,1,[37911],"['Europe', 'History']"
60,2014-10-02,1040902,1,[41924],"['Mystery', 'Suspense', 'Thriller']"
61,2014-04-03,656408,1,[28351],"['History', 'Americas']"
62,2014-10-02,214958,1,[ 75724 115546 160514 227648 336415],"['Christian', 'Fiction', 'Bibles', 'Literature', 'Womens']"
63,2015-04-02,1547194,1,[151606 258013 485125 485154],"['Literature', 'Fiction', 'Action', 'Adventure']"
64,2008-10-09,1104215,1,[227164],"['Parenting', 'Family', 'Relationships']"
65,2014-04-03,897302,1,[ 45486 128669 503773 503773],"['Medical', 'Fiction', 'Medicine', 'Literature', 'Womens']"
66,2011-10-06,980777,1,[38875],"['Health', 'Fitness', 'Dieting', 'Womens']"
67,2013-04-04,510180,1,[256217],"['States', 'United', 'Travel']"
68,2013-10-03,514278,1,[291226],"['Literature', 'Fiction']"
69,2014-01-02,1416988,0,[483298 241978],"['Adult', 'Young', 'Fiction', 'Literature', 'Contemporary', 'Teen']"
70,2015-04-02,1523724,0,[141080],"['Devotion', 'Worship', 'Religion', 'Spirituality']"
71,2014-07-03,122398,0,[54628],"['Literature', 'Fiction']"
72,2014-04-03,499990,0,[108974 308019 308811],"['Thriller', 'Adult', 'Adventure', 'Young', 'Fiction', 'Suspense', 'Fantasy', 'Mystery', 'Action', 'Literature', 'Science', 'Teen']"
73,2015-01-01,1044581,1,[ 42226 338070],"['Theology', 'Christian', 'Bibles', 'Crafts', 'Home', 'Hobbies']"
74,2014-10-02,475151,1,[179258 183661],"['Relationships', 'Self-Help', 'Christian', 'Bibles', 'Living']"
75,2015-07-02,1637208,1,[231079],"['Leadership', 'Management', 'Business', 'Money']"
76,2015-04-02,506202,1,[ 12807  12807 165091 292179 412285],"['Relationships', 'Self-Help', 'Guides', 'Research', 'Reference', 'Europe', 'Travel', 'Publishing', 'Writing']"
77,2014-10-02,1055178,1,[ 43391 199493],"['Christian', 'Worship', 'Bibles', 'Religion', 'Living', 'Devotion', 'Spirituality']"
78,2013-01-03,836518,1,[226093],"['Health', 'Fitness', 'Dieting']"
79,2015-01-01,1221526,0,[61321],[]
80,2013-10-03,501499,1,[38610],"['Literature', 'Fiction']"
81,2015-04-02,293028,1,[ 74037 175156 287097 343553 357456 241629 241711 298577],"['Memoirs', 'Christian', 'Childrens', 'Young', 'Adult', 'Fiction', 'Biographies', 'Bibles', 'Romance', 'Arts', 'Literature', 'Contemporary', 'Teen']"
82,2015-01-01,1478447,1,[308283 330342],"['Literature', 'Fiction', 'Action', 'Adventure']"
83,2014-10-02,981493,1,[272175 278237],"['Design', 'Ingredient', 'Cookbooks', 'Wine', 'Crafts', 'Improvement', 'Food', 'Cooking', 'Home', 'Hobbies']"
84,2014-04-03,508408,1,[86111],"['Literature', 'States', 'Fiction', 'United']"
85,2014-01-02,1398941,1,[410534 503256],"['Crafts', 'Home', 'Hobbies']"
86,2013-07-04,929202,1,[429981 429906],"['Literature', 'States', 'Fiction', 'United']"
87,2013-10-03,1374383,0,[93275],"['Literature', 'Fiction', 'Contemporary']"
88,2014-04-03,963582,0,[106606 257753 257736 320076 311306],"['Thriller', 'Fiction', 'Suspense', 'Mystery', 'Literature', 'Contemporary']"
89,2015-01-01,147302,0,[  1821 175826],"['Literature', 'Fiction', 'Bibles', 'Christian']"
90,2013-10-03,569181,1,[14738 29284],"['Literature', 'Fiction', 'Entertainment', 'Humor']"
91,2015-07-02,367614,1,[219154],"['New', 'Religion', 'Spirituality', 'Age']"
92,2015-07-02,1067145,1,[317839 245882 310610],"['Relationships', 'Parenting', 'Childrens', 'Fiction', 'Family', 'Literature']"
93,2013-04-04,172823,1,[26248],[]
94,2012-04-05,832489,0,[277378 475930],"['Childrens', 'Cookbooks', 'Life', 'Wine', 'Food', 'Special', 'Growing', 'Diet', 'Facts']"
95,2014-07-03,571265,1,[61104 79883],"['Thriller', 'Americas', 'Suspense', 'History', 'Mystery']"
96,2015-01-01,378723,1,[],[]
97,2013-04-04,542960,0,[214992],"['Mystery', 'Suspense', 'Thriller']"
98,2011-04-07,1179118,1,[231993],"['Literature', 'Fiction']"
99,2014-10-02,67546,1,[ 87095 239550 242709 242712],"['Adventure', 'Childrens', 'Literary', 'Fiction', 'Romance', 'Paranormal', 'Life', 'Action', 'Growing', 'Literature', 'Facts']"
100,2015-07-02,592200,0,[16753],"['Literature', 'Fiction']"
101,2015-01-01,1117773,0,[163975],"['Fiction', 'Science', 'Fantasy']"
102,2014-07-03,22831,0,[ 28705 315697],"['Memoirs', 'Crime', 'Biographies', 'Historical', 'True']"
103,2013-04-04,450947,0,[295891],"['Literature', 'Fiction']"
104,2009-10-08,1282638,1,[75066],"['History', 'Americas']"
105,2013-10-03,1130940,0,[203538],"['Crafts', 'Home', 'Hobbies']"
106,2011-10-06,1502989,1,[133739 231178 477181 477123 477179 473536],"['Stories', 'Fiction', 'Short', 'Fantasy', 'Humor', 'Literature', 'Science', 'Anthologies', 'Satire']"
107,2015-07-02,444040,0,[ 15891 249803 330715 428203],"['Thriller', 'Design', 'Fiction', 'Transgender', 'Reference', 'Mystery', 'Crafts', 'Improvement', 'Gay', 'Travel', 'Literature', 'Lesbian', 'Home', 'Hobbies', 'Bisexual']"
108,2014-10-02,1570579,0,[316255 334021 346609],"['Thriller', 'Fiction', 'Suspense', 'Fantasy', 'Mystery', 'Science']"
109,2015-01-01,662207,0,[116698 262337 321553 332341 456489 459188],"['New', 'Fiction', 'History', 'Fitness', 'Medicine', 'Alternative', 'Religion', 'Literature', 'Health', 'Dieting', 'Criticism', 'Spirituality', 'Age']"
110,2012-04-05,74161,0,[108108 263231 263228 287483],"['Childrens', 'Fiction', 'Fantasy', 'Facts', 'Life', 'Growing', 'Literature', 'Science']"
111,2015-07-02,933192,1,[ 33582 302496 308369 308451],"['Mystery', 'Suspense', 'Thriller']"
112,2012-10-04,403263,1,[8301],"['Literature', 'Fiction']"
113,2015-01-01,298194,0,[201093],[]
114,2015-04-02,1059985,1,[60847],"['Mystery', 'Suspense', 'Thriller']"
115,2015-04-02,1601919,1,[182877],"['Memoirs', 'Leaders', 'Notable', 'Biographies', 'People']"
116,2010-07-08,679397,1,[227690 403002],"['Design', 'Crafts', 'Arts', 'Landscape', 'Gardening', 'Home', 'Hobbies', 'Photography']"
117,2014-01-02,775849,0,[433302],['Childrens']
118,2014-07-03,106117,0,[26232],[]
119,2013-04-04,1044329,0,[ 98539 201994 272142 396369],"['Cookbooks', 'Hobbies', 'Education', 'Reference', 'Desserts', 'Wine', 'Food', 'Crafts', 'Cooking', 'Home', 'Beverages']"
120,2015-04-02,725162,0,[ 29455  29518  40642  60684  72842 431308],"['Adventure', 'Thriller', 'Cookbooks', 'Fiction', 'Suspense', 'Education', 'Reference', 'Mystery', 'Wine', 'States', 'Action', 'Food', 'Literature', 'Cooking', 'United']"
121,2015-04-02,1086391,1,[85834],"['Literature', 'Fiction', 'Action', 'Adventure']"
122,2012-07-05,912633,1,[39825 40988 49408],"['Transportation', 'Thriller', 'Engineering', 'Suspense', 'Politics', 'Sciences', 'Mystery', 'Social']"
123,2014-07-03,180117,0,[  2002   2070 325522],"['Adult', 'Young', 'Fiction', 'Romance', 'Fantasy', 'Literature', 'Science', 'Teen']"
124,2014-01-02,51739,0,[709],"['Literature', 'Fiction', 'Action', 'Adventure']"
125,2014-04-03,1465152,1,[119686 119738 119999 120005 120627 120948 121873],"['Adventure', 'Fiction', 'Fantasy', 'Action', 'Literature', 'Science']"
126,2012-04-05,456056,1,[321851],"['Literature', 'Fiction', 'Action', 'Adventure']"
127,2014-10-02,1103923,1,[ 50007 155340 155400],"['Transportation', 'Memoirs', 'Leaders', 'Notable', 'Biographies', 'History', 'Engineering', 'Military', 'People']"
128,2014-07-03,190164,1,[  2002   2002   2070  13042  36130  40317 499404],"['Thriller', 'Adult', 'Young', 'Fiction', 'Suspense', 'Fantasy', 'Mystery', 'Literature', 'Science', 'Teen']"
129,2015-01-01,210917,0,"[ 61377  80375  80500  80428  80576  80605  80561  80451  80684  80552
  80400  80639  80647  80540  81033  83297  84112  84565 104288 104282
 167013 257760 257765]","['Thriller', 'Stories', 'Literary', 'Fiction', 'Suspense', 'Short', 'Mystery', 'Literature', 'Anthologies']"
130,2015-07-02,1744547,1,[321382 437095 443735 443699 481669],"['Adult', 'Young', 'Fiction', 'Fantasy', 'Literature', 'Science', 'Teen']"
131,2015-07-02,887483,0,"[ 85162 119107 246029 249081 297153 328839 334018 334191 337440 341936
 342094 343669 345329 345708 347745 348180 347942 348737 348744 442275
 477241 477240 477550 479094 482221 484137 484133 487034 484322 332428
 343737 250099 239033 482062]","['Romantic', 'Literary', 'Fiction', 'Romance', 'Suspense', 'Erotica', 'Literature', 'Contemporary', 'Womens']"
132,2013-07-04,428587,1,[173596],"['Business', 'Marketing', 'Money', 'Sales']"
133,2011-07-07,19134,1,[ 197 2075],"['Adventure', 'Fiction', 'Fantasy', 'Action', 'Literature', 'Science']"
134,2014-10-02,1128426,1,[ 73565 139235],"['Literature', 'Fiction']"
135,2012-01-05,1446192,1,[114764 118326 229586 231993 232009 300479 380139],"['Thriller', 'Lesbian', 'Fiction', 'Suspense', 'Fantasy', 'Transgender', 'Mystery', 'Gay', 'Literature', 'Science', 'Bisexual']"
136,2015-04-02,551287,0,[112293],"['Literature', 'Fiction']"
137,2013-01-03,1273513,1,[149835 455637 179333],"['Cookbooks', 'Romance', 'International', 'Wine', 'Food', 'Beverages', 'Regional']"
138,2015-07-02,784446,0,[261225],"['Fiction', 'Science', 'Fantasy']"
139,2011-07-07,675953,1,[182601],"['Science', 'Commentary', 'Essays', 'Math']"
140,2014-07-03,453908,1,[10788],"['Literature', 'Biographies', 'Memoirs', 'Arts']"
141,2015-07-02,780692,1,[ 24731 342257],"['Literature', 'States', 'Fiction', 'United']"
142,2015-07-02,694084,1,[75422],"['Sciences', 'Social', 'Politics']"
143,2013-10-03,318354,1,[  4548  73887 312619  22652],"['Relationships', 'Self-Help', 'Thriller', 'Ingredient', 'Christian', 'Cookbooks', 'Suspense', 'Bibles', 'Mystery', 'Wine', 'Food', 'Living', 'Cooking']"
144,2015-01-01,294863,1,"[ 22424  22424  22482  22482  22482  26172  59024  59024  60180  72034
  72987  73698  73809  85766  88751  88777  88734  92511 151882 208145
 277407 433474 433423  35081]","['Graphic', 'Fantasy', 'Action', 'Literature', 'Childrens', 'Comics', 'Contemporary', 'Teen', 'Science', 'Stories', 'Young', 'Fiction', 'Crafts', 'Hobbies', 'Novels', 'Adventure', 'Adult', 'Romance', 'Short', 'Anthologies', 'Home']"
145,2015-07-02,212031,0,[61538 85364],"['Science', 'Fiction', 'Romance', 'Fantasy']"
146,2014-07-03,145544,1,[  1860  50287 151518 290786 295997 298693],"['Parenting', 'Relationships', 'History', 'Crafts', 'Pets', 'Care', 'Military', 'Animal', 'Home', 'Hobbies']"
147,2014-10-02,317247,0,[  4953  16497 426367],"['Thriller', 'Americas', 'Suspense', 'History', 'Mystery']"
148,2012-07-05,823654,0,[ 62271 239452 239536 304633 349103],"['Tales', 'Folk', 'Stories', 'Fiction', 'Short', 'Romance', 'States', 'Mythology', 'Literature', 'Contemporary', 'Anthologies', 'United']"
149,2013-07-04,1303581,1,[317890],"['Fiction', 'Science', 'Fantasy']"
150,2012-01-05,1348121,1,[166855],"['Literature', 'States', 'Fiction', 'United']"
151,2013-07-04,1333484,0,[287115],"['Literature', 'Fiction', 'Womens']"
152,2015-07-02,193866,0,[ 68315 247531 287376 318211],"['Adult', 'Childrens', 'Young', 'Fiction', 'Fantasy', 'Facts', 'Life', 'Growing', 'Literature', 'Science', 'Teen']"
153,2014-10-02,988323,1,[265907 305765],"['Relationships', 'Self-Help', 'Thriller', 'Suspense', 'Mystery']"
154,2013-07-04,1222850,1,[295064],"['Literature', 'Fiction']"
155,2014-10-02,1509229,1,[167005 308094],"['Literature', 'Fiction', 'Erotica']"
156,2015-04-02,188065,1,[342649 343649],"['Literary', 'Fiction', 'Romance', 'Literature', 'Contemporary']"
157,2015-07-02,716034,1,[ 86757 499655],"['Life', 'Facts', 'Growing', 'Childrens']"
158,2015-07-02,942845,0,[41073],"['Entertainment', 'Humor']"
159,2013-01-03,1461423,1,[119095 229859],"['Thriller', 'Fiction', 'Suspense', 'Mystery', 'Literature']"
160,2014-07-03,560122,1,[294830 325926],"['Literature', 'Romance', 'Fiction', 'Historical']"
161,2015-07-02,472478,1,[11842],"['Relationships', 'Self-Help']"
162,2014-10-02,960410,0,[114548 114535],"['Fiction', 'Science', 'Fantasy']"
163,2015-07-02,1334869,1,[85639],"['Fiction', 'Science', 'Fantasy']"
164,2015-01-01,917398,1,[30671],"['Mystery', 'Suspense', 'Thriller']"
165,2015-04-02,970718,1,[ 54238 248156 291850 195702 218275 450438 365190],"['Childrens', 'Studies', 'Politics', 'Social', 'Religious', 'Sciences', 'Philosophy', 'Religion', 'Arts', 'Spirituality', 'Music', 'Photography']"
166,2014-04-03,1093097,1,[48394],"['Life', 'Facts', 'Growing', 'Childrens']"
167,2013-10-03,1306748,1,[502673],"['Sciences', 'Social', 'Politics']"
168,2015-04-02,490046,0,[ 42080 126097 308926 502953],"['Motivational', 'Self-Help', 'Thriller', 'Christian', 'Fiction', 'Suspense', 'Bibles', 'Mystery', 'Living', 'Humor', 'Literature', 'Satire']"
169,2015-04-02,1571371,1,[343853],"['Fiction', 'Science', 'Fantasy']"
170,2012-04-05,158036,0,[22058 27798],"['Thriller', 'Adventure', 'Fiction', 'Suspense', 'Mystery', 'Action', 'Literature']"
171,2014-04-03,1416431,1,[178618],"['Bibles', 'Living', 'Christian']"
172,2014-07-03,625262,1,[ 48846 505406],"['Mystery', 'Suspense', 'Thriller']"
173,2015-01-01,543570,1,[382716],"['Literature', 'States', 'Fiction', 'United']"
174,2009-04-09,677825,0,[21660],"['Mystery', 'Suspense', 'Thriller']"
175,2014-10-02,1753666,1,[333777],"['Mystery', 'Suspense', 'Thriller']"
176,2012-07-05,1528926,1,[278919],"['Religion', 'Spirituality', 'Paranormal', 'Occult']"
177,2015-04-02,114594,0,[ 12392  29137  53738  53724  53939 114567 261062 458257],"['Adult', 'Childrens', 'Young', 'Science', 'Fiction', 'Antiques', 'Fantasy', 'Life', 'Crafts', 'Growing', 'Literature', 'Facts', 'Teen', 'Home', 'Hobbies', 'Collectibles']"
178,2014-07-03,947014,1,[218665 322363],"['Literature', 'Fiction']"
179,2015-07-02,586475,0,[72981],"['Literature', 'Fiction', 'Criticism', 'History']"
180,2012-10-04,168439,1,[14314],"['Literature', 'Fiction']"
181,2014-10-02,304071,0,[58448],"['Literature', 'Fiction']"
182,2014-10-02,1502292,0,[306422 485259],"['Romantic', 'Romance', 'Fiction', 'Suspense', 'Literature', 'Womens']"
183,2014-10-02,658503,0,[ 36130 294739],"['Thriller', 'Fiction', 'Suspense', 'Mystery', 'Literature']"
184,2010-04-08,480687,1,[ 12131 117560],"['Sports', 'Weight', 'Biographies', 'Diets', 'Fitness', 'Outdoors', 'Health', 'Dieting', 'Loss']"
185,2013-01-03,1463772,0,[119944 483067 479682 479664],"['Relationships', 'Self-Help', 'Thriller', 'Fiction', 'Suspense', 'Mystery', 'Literature']"
186,2014-10-02,413962,1,[215857],"['Weight', 'Diets', 'Fitness', 'Health', 'Dieting', 'Loss']"
187,2014-07-03,963340,1,[ 54150 243944],"['Weight', 'Fiction', 'Fantasy', 'Diets', 'Fitness', 'Health', 'Science', 'Dieting', 'Loss']"
188,2015-01-01,183466,1,[299278],"['Literature', 'Fiction']"
189,2013-04-04,674611,1,[19366],[]
190,2015-04-02,949555,1,[341414],"['Contemporary', 'Romance']"
191,2015-01-01,626934,0,[306433 336983 341538 483995 335323 335323 483543],"['Stories', 'Romance', 'Fiction', 'Short', 'Erotica', 'Military', 'Anthologies', 'Literature', 'Contemporary', 'Womens']"
192,2014-04-03,30960,1,[ 58366 182940 201068],"['Thriller', 'Suspense', 'Mystery', 'Performing', 'Arts', 'Photography']"
193,2014-07-03,284469,1,[ 3532 13569 24604],"['Childrens', 'Fiction', 'History', 'Europe', 'Literature', 'Classics']"
194,2013-04-04,773164,0,[308185 497699],"['Mystery', 'Suspense', 'Thriller']"
195,2014-10-02,1530560,1,[144934 275843 505034],"['Groups', 'Memoirs', 'Childrens', 'Fiction', 'Biographies', 'Fantasy', 'Specific', 'Science']"
196,2014-04-03,945623,1,[128941  33118],"['Economics', 'Business', 'Accounting', 'Money']"
197,2015-04-02,402770,1,[321553],"['New', 'Religion', 'Spirituality', 'Age']"
198,2015-07-02,1319530,1,[ 82069 333820 413833],"['Leadership', 'Sales', 'Entrepreneurship', 'Marketing', 'Small', 'Management', 'Business', 'Money']"
199,2014-10-02,1131362,1,[52826],"['Literature', 'States', 'Fiction', 'United']"
200,2013-07-04,233469,1,[240455 429905],"['Specialty', 'Crafts', 'Pets', 'Travel', 'Care', 'Animal', 'Home', 'Hobbies']"
201,2012-10-04,1580493,1,[303504],"['Literature', 'Fiction', 'Action', 'Adventure']"
202,2013-10-03,1532765,1,[266192 296029],"['Literature', 'Worship', 'Fiction', 'Religion', 'Devotion', 'Spirituality']"
203,2008-04-10,1327364,1,[83770],"['Literature', 'Fiction']"
204,2015-01-01,289422,1,[6426],"['History', 'World']"
205,2014-01-02,1032955,0,[430372],"['Catholicism', 'Bibles', 'Christian']"
206,2014-10-02,1615125,1,[137998],"['Artists', 'Individual', 'Arts', 'Photography']"
207,2014-07-03,889595,0,[171242 336352],"['Memoirs', 'Leaders', 'Notable', 'Biographies', 'Politics', 'Sciences', 'Social', 'People']"
